ms 145 1 -N 4975360.0 -t 19.90144 -I 3 0 0 145 -n 2 0.100495240545 -g 2 -0.0 -n 3 0.0123928720736 -g 3 -0.0 -es 7.26299087275e-05 3 0.85 -ej 7.26299087275e-05 3 2 -ej 7.26299087275e-05 4 1 -ej 0.00979750510394 2 1 -en 0.119150674524 1 0.000123929726062 -en 0.119200922144 1 1.04999437227 -r 99.5072 1000 -SAA 11375986.6439 -SaA 5687993.32195 -SI 5.24672879126e-05 3 0 0 8.10911626851e-06 -SFC -Smu 10.0 -Sp 0.5 -oTrace  [3.2rc Build:162]
0x9b202bc5fc48223a

//
Frequency Trace:

5.245851556470285E-5	1.0	0.0	1.0	0.0	0.9999918908837315	8.10911626851E-6	
5.240826794443015E-5	0.9999991960380756	8.039619243632621E-7	1.0	0.0	0.9999918909494887	8.109050511275634E-6	
5.2358020324157446E-5	0.9999980905904297	1.9094095703627474E-6	1.0	0.0	1.0	0.0	
5.230777270388474E-5	0.999997789104708	2.210895291998971E-6	1.0	0.0	1.0	0.0	
5.225752508361204E-5	0.9999961811808593	3.818819140725495E-6	0.999999	1.0E-6	1.0	0.0	
5.2207277463339336E-5	0.9999938697903268	6.130209673269874E-6	0.999997	3.0E-6	1.0	0.0	
5.215702984306663E-5	0.9999908549331104	9.145066889632106E-6	0.999995	5.0E-6	1.0	0.0	
5.210678222279393E-5	0.9999873375996913	1.2662400308721379E-5	0.999987	1.3E-5	1.0	0.0	
5.2056534602521225E-5	0.9999802024376125	1.979756238744533E-5	0.99998	2.0E-5	1.0	0.0	
5.200628698224852E-5	0.9999681430087471	3.185699125289426E-5	0.999965	3.5E-5	1.0	0.0	
5.195603936197582E-5	0.9999512598083354	4.8740191664522765E-5	0.99994	6.0E-5	1.0	0.0	
5.1905791741703115E-5	0.9999236236171855	7.637638281450991E-5	0.999892	1.08E-4	1.0	0.0	
5.185554412143041E-5	0.9998810136351942	1.189863648057628E-4	0.999829	1.71E-4	1.0	0.0	
5.18052965011577E-5	0.9998097625096476	1.902374903524569E-4	0.999723	2.77E-4	1.0	0.0	
5.1755048880885E-5	0.99969781081168	3.0218918832004116E-4	0.999545	4.55E-4	1.0	0.0	
5.1704801260612295E-5	0.9995281748456393	4.718251543606895E-4	0.999316	6.84E-4	1.0	0.0	
5.165455364033959E-5	0.9992713090108053	7.286909891947518E-4	0.998916	0.001084	1.0	0.0	
5.160430602006689E-5	0.9988638008103936	0.0011361991896063801	0.998253	0.001747	1.0	0.0	
5.1554058399794184E-5	0.9982440466619501	0.0017559533380499099	0.997304	0.002696	1.0	0.0	
5.150381077952148E-5	0.9972831111718549	0.002716888828145099	0.995831	0.004169	1.0	0.0	
5.145356315924878E-5	0.9957231235528685	0.004276876447131464	0.993412	0.006588	1.0	0.0	
5.1403315538976074E-5	0.9933194783895035	0.006680521610496527	0.989542	0.010458	1.0	0.0	
5.135306791870337E-5	0.9895799499935684	0.010420050006431696	0.983841	0.016159	1.0	0.0	
5.130282029843067E-5	0.9838062974337536	0.016193702566246464	0.974839	0.025161	1.0	0.0	
5.1252572678157964E-5	0.974847448224852	0.02515255177514793	0.961168	0.038832	1.0	0.0	
5.120232505788526E-5	0.961117888956779	0.03888211104322099	0.940604	0.059396	1.0	0.0	
5.115207743761256E-5	0.9406707253344482	0.05932927466555184	0.910552	0.089448	1.0	0.0	
5.1101829817339853E-5	0.9108078611396964	0.08919213886030358	0.86789	0.13211	1.0	0.0	
5.105158219706714E-5	0.8686409626640083	0.13135903733599177	0.810736	0.189264	1.0	0.0	
5.100133457679444E-5	0.8119648628440956	0.1880351371559043	0.738846	0.261154	1.0	0.0	
5.0951086956521736E-5	0.7403331618214561	0.25966683817854386	0.653178	0.346822	1.0	0.0	
5.090083933624903E-5	0.6556448176614356	0.34435518233856444	0.561069	0.438931	1.0	0.0	
5.085059171597633E-5	0.5629275067532802	0.4370724932467198	0.46719900000000003	0.532801	1.0	0.0	
5.0800344095703626E-5	0.46920695185875994	0.5307930481412401	0.37887400000000004	0.621126	1.0	0.0	
5.075009647543092E-5	0.38051075701054793	0.6194892429894521	0.30090399999999995	0.699096	1.0	0.0	
5.069984885515822E-5	0.3017491196616928	0.6982508803383072	0.23447099999999998	0.765529	1.0	0.0	
5.0649601234885516E-5	0.23482200282994592	0.7651779971700541	0.17925400000000002	0.820746	1.0	0.0	
5.059935361461281E-5	0.1801931920504245	0.8198068079495755	0.13541800000000004	0.864582	1.0	0.0	
5.054910599434011E-5	0.13668729498970933	0.8633127050102907	0.10161500000000001	0.898385	1.0	0.0	
5.0498858374067405E-5	0.10282582566889631	0.8971741743311037	0.07567500000000005	0.924325	1.0	0.0	
5.04486107537947E-5	0.07673655775662469	0.9232634422433753	0.05613000000000001	0.94387	1.0	0.0	
5.0398363133522E-5	0.05703969160020583	0.9429603083997942	0.04126099999999999	0.958739	1.0	0.0	
5.0348115513249295E-5	0.042271112040133785	0.9577288879598662	0.03064800000000001	0.969352	1.0	0.0	
5.0297867892976585E-5	0.03124165889503472	0.9687583411049653	0.02256400000000003	0.977436	1.0	0.0	
5.024762027270388E-5	0.02302044475173659	0.9769795552482634	0.01675800000000005	0.983242	1.0	0.0	
5.019737265243118E-5	0.01691947919346537	0.9830805208065346	0.012457999999999969	0.987542	1.0	0.0	
5.0147125032158475E-5	0.012476886094674566	0.9875231139053254	0.009171999999999958	0.990828	1.0	0.0	
5.009687741188577E-5	0.009143559461023965	0.990856440538976	0.006816999999999962	0.993183	0.9999918909494887	8.109050511275634E-6	
