param_Ne	param_log_time_split_AfrEur	param_log_time_admixture	param_log_time_Afr_ex	param_log_severity	param_Ne_Afr_anc	param_Ne_Eur	param_log_Ne_Eur_bn	param_Ne_Ame	param_log_Ne_Ame_bn	param_proportion_admixture
1.85268e+07	4.82279	2.16039	6.13619	-0.476788	1.86931e+06	8.70573e+06	3.49207	14169.3	2.401	0.464431
6.67615e+06	5.04021	3.70822	5.54969	-1.01179	3.68967e+06	3.33945e+06	4.02431	1.89072e+07	2.55263	0.381104
8.78414e+06	4.12796	3.50324	5.63522	-1.55221	3.07648e+06	4.80444e+06	2.94281	2.18655e+07	2.58211	0.636359
6.02835e+06	4.33754	2.67838	6.96085	1.31641	7.36749e+06	258905	3.49505	5.64432e+06	3.8418	0.87375
7.96864e+06	4.66373	2.63469	5.02219	0.126521	1.03069e+07	203555	3.6865	1.65666e+07	2.0468	0.938248
1.78691e+07	5.14676	3.44305	6.22745	-0.407577	2.49522e+06	6.50543e+06	4.93364	5.96855e+06	2.86121	0.089624
1.39374e+07	5.94409	2.10179	6.4535	0.631212	7.71632e+06	6.47037e+06	4.51065	2.59465e+07	3.86902	0.690842
1.25562e+07	6.25054	2.49963	6.38709	-1.59212	1.1505e+06	4.29064e+06	4.83985	1.80164e+07	3.44993	0.87301
1.02162e+07	4.96039	2.94731	6.50444	0.944011	1.93354e+07	3.71252e+06	4.8388	1.47322e+07	3.40138	0.719259
1.47683e+07	4.97879	2.69731	6.58775	0.221592	1.46071e+06	2.06751e+06	4.84837	3.34481e+06	2.04982	0.595388
7.64594e+06	5.18746	3.76114	6.7074	1.54701	1.95199e+07	9.24915e+06	4.38183	1.02508e+07	3.27243	0.7391
1.51068e+07	5.24862	3.61621	6.5477	1.53564	7.1413e+06	6.52186e+06	4.11492	2.10015e+07	4.06398	0.812479
6.86415e+06	4.90049	3.79467	6.21089	0.327118	1.00926e+07	8.36345e+06	3.62975	1.53509e+07	4.03852	0.847859
1.34539e+07	5.57352	3.51324	6.09388	0.067876	2.79071e+06	9.28764e+06	4.66252	1.92066e+07	2.77914	0.261874
6.15622e+06	6.54621	2.19562	6.71215	0.763732	5.77483e+06	2.96674e+06	3.93714	2.49189e+07	3.79173	0.86365
1.85598e+07	5.88459	2.76416	6.3734	0.53124	3.16956e+06	9.20396e+06	4.73686	2.09085e+07	3.61223	0.607093
7.56065e+06	5.47188	2.94237	6.49077	1.64138	1.41044e+07	5.95119e+06	4.97555	1.70717e+07	2.26947	0.780128
1.28079e+07	5.11801	2.19368	6.39731	-0.667471	1.28327e+06	1.40687e+06	4.90202	2.00988e+06	3.22586	0.843183
1.63856e+07	4.15654	2.74761	6.55038	0.964712	2.62145e+06	2.52847e+06	3.30598	1.04517e+07	4.24388	0.387422
1.82205e+07	4.49795	3.28014	6.5752	1.61606	1.91904e+07	649530	4.36083	1.1491e+07	3.53772	0.673354
1.01731e+07	5.4486	3.28374	6.6715	1.71196	1.24439e+07	6.63846e+06	4.42504	9.76366e+06	3.31354	0.837
1.0423e+07	4.79874	3.52683	6.5564	1.39328	2.25815e+06	6.99885e+06	3.60573	1.74371e+07	2.93639	0.544997
5.28151e+06	4.87253	3.56521	6.5842	-1.08198	933767	1.13701e+06	4.11478	8.64925e+06	3.48229	0.768362
1.0734e+07	5.00919	3.88664	6.54	-0.866583	313664	9.4499e+06	3.72882	1.26257e+06	4.22105	0.785137
2.23823e+06	5.98463	3.3143	6.27782	-0.480375	4.96226e+06	6.13721e+06	2.11815	1.22475e+07	4.13151	0.963199
1.52827e+07	4.44809	2.24969	6.60141	1.74828	6.73791e+06	6.24359e+06	3.79819	3.24131e+06	3.86468	0.853133
6.98322e+06	5.11051	2.77223	6.48209	1.85793	1.63811e+07	4.6614e+06	4.62036	1.56151e+07	2.37763	0.762348
6.932e+06	5.3922	2.49212	6.5406	-0.062708	2.50414e+06	9.12499e+06	3.89196	2.2409e+07	4.66555	0.877407
6.69721e+06	6.09124	3.5833	6.14596	-1.07108	2.37177e+06	7.71678e+06	4.90332	2.17404e+07	2.92001	0.523904
4.8659e+06	4.71488	3.04322	5.98135	-0.475814	4.0074e+06	4.16045e+06	3.46882	2.42415e+07	3.97275	0.887132
1.66628e+07	4.37665	2.49945	6.32942	-1.09401	1.52909e+06	4.54104e+06	3.87482	3.55445e+06	4.03625	0.88199
1.01781e+07	5.81778	2.53831	6.40638	1.7434	1.80668e+07	8.15253e+06	4.89064	2.71545e+07	2.45496	0.84983
1.96301e+07	5.41892	3.28753	6.53807	1.60016	1.15376e+07	6.45382e+06	4.48898	1.36656e+07	3.1641	0.600227
1.973e+07	6.22739	2.20128	6.3415	0.038326	1.1875e+06	1.24759e+06	4.71488	9.38994e+06	2.62054	0.634713
1.83935e+07	5.3083	2.19563	6.4234	0.300248	1.88663e+06	7.04288e+06	3.85656	9.64689e+06	4.30747	0.611301
1.27974e+07	5.52128	2.37189	6.62595	-0.762024	1.23594e+06	2.66736e+06	4.89858	1.93541e+07	2.40818	0.761047
8.09757e+06	5.49215	3.73426	6.57799	0.555887	2.59906e+06	3.09009e+06	4.79905	4.34339e+06	4.77424	0.976888
7.79068e+06	5.47824	3.32764	6.44232	1.50023	1.8735e+07	6.81421e+06	4.51735	8.9165e+06	2.89773	0.268705
1.6711e+07	5.00541	3.07317	5.92267	-1.32149	2.44225e+06	671089	4.73917	2.53906e+07	2.15361	0.145329
7.43903e+06	5.33639	3.12806	6.67119	1.05946	5.93347e+06	4.38531e+06	4.40199	1.11734e+07	2.57263	0.466344
1.43691e+07	5.24577	2.03118	6.51752	1.42744	1.99794e+07	3.34184e+06	4.53048	6.70708e+06	4.81088	0.571031
3.94668e+06	5.46845	2.89858	6.72983	0.338958	521992	5.59062e+06	4.64252	4.05249e+06	2.14357	0.866891
1.999e+07	5.08973	2.99253	6.56154	1.62048	9.38746e+06	4.307e+06	4.0999	1.09458e+07	3.08494	0.656504
2.51383e+06	5.34475	3.61642	5.37449	-0.625213	4.25999e+06	167645	4.6017	2.71439e+07	4.21543	0.910276
1.78926e+07	4.5173	3.7502	6.5583	1.86502	3.77655e+06	5.32553e+06	3.49743	2.51946e+07	3.14313	0.446014
6.47992e+06	5.63457	2.9062	6.90242	1.04676	4.65875e+06	9.5066e+06	4.78013	1.77423e+07	4.01264	0.957526
1.59056e+07	4.02011	2.67543	6.60004	0.855708	6.4933e+06	366829	3.12185	1.54357e+07	2.51358	0.530272
9.4954e+06	5.7058	2.68786	6.779	0.573138	3.63671e+06	2.44782e+06	4.96528	2.08645e+07	3.86245	0.90573
7.48152e+06	4.12982	3.07781	6.5372	1.83233	1.68133e+07	7.08306e+06	2.65695	1.06698e+07	2.52732	0.672323
5.60712e+06	5.69091	3.03315	6.06332	-1.43377	2.6682e+06	9.40089e+06	4.96829	2.33379e+07	2.04625	0.161208
5.17945e+06	6.01083	2.83279	6.80836	1.66892	5.1653e+06	4.20521e+06	4.62646	1.06542e+06	2.74996	0.832575
1.3611e+07	4.47055	3.31582	6.19688	0.530773	7.05574e+06	5.18274e+06	3.58063	2.46558e+07	3.1199	0.477705
1.66999e+07	5.03137	3.07586	6.25594	0.090973	4.00992e+06	2.94671e+06	4.24873	2.87383e+07	3.37641	0.737364
1.26403e+07	5.65016	3.5169	6.48732	0.710765	1.20967e+07	7.77371e+06	4.99615	2.49965e+07	2.74814	0.048754
6.18536e+06	5.2007	3.19069	6.67481	1.87371	1.67415e+07	8.71141e+06	4.25004	7.68905e+06	3.24931	0.45906
4.75898e+06	6.18011	3.2944	6.70344	0.690277	1.60734e+07	2.80515e+06	4.98208	1.58802e+07	2.48788	0.745565
1.2032e+07	4.40916	3.76024	6.43223	-1.50421	966801	3.43525e+06	3.14325	1.56086e+07	4.43522	0.883396
1.08659e+07	4.82376	3.77056	6.67767	0.4413	37158.8	2.81742e+06	4.27297	6.10432e+06	4.11871	0.886497
4.29502e+06	5.05479	3.34096	6.36011	0.517796	1.42835e+07	3.38147e+06	3.88171	2.23084e+07	2.18725	0.632331
1.30795e+07	5.53199	2.87934	5.56969	-0.144987	5.22344e+06	4.40589e+06	4.38754	6.36083e+06	2.13424	0.80202
9.8101e+06	4.41056	3.30559	6.66449	1.14025	5.42296e+06	2.95133e+06	3.89024	8.10322e+06	3.30081	0.811086
7.28746e+06	4.96817	3.44855	6.50755	0.83815	9.54088e+06	2.72516e+06	4.23913	9.89679e+06	2.89095	0.201457
1.09915e+07	5.62882	3.33288	6.68585	1.86213	9.49407e+06	8.00814e+06	4.89619	1.71413e+07	4.11925	0.826331
9.96448e+06	4.24881	2.28811	6.65168	-0.175445	433352	8.64644e+06	3.61861	2.03916e+07	3.17074	0.97413
1.48156e+07	4.62596	2.9684	6.50797	1.18515	1.4735e+07	7.73318e+06	3.60023	428423	2.52236	0.0133
8.34064e+06	4.49484	2.08385	6.45998	0.859346	1.44261e+07	1.55901e+06	4.14816	1.72537e+06	2.0837	0.97361
8.78414e+06	4.12796	3.50324	5.63522	-1.55221	3.07648e+06	4.80444e+06	2.94281	2.18655e+07	2.58211	0.636359
5.37087e+06	5.79056	3.19444	6.70547	-0.064589	5.0994e+06	7.83412e+06	4.81178	2.66487e+06	3.91545	0.930339
1.39503e+07	5.28538	2.95474	6.1307	-1.76036	1.27304e+06	6.38166e+06	4.28437	6.17945e+06	2.49811	0.487265
1.34299e+07	5.21824	2.78191	6.74362	0.789323	7.77915e+06	9.11488e+06	4.37488	1.28806e+07	4.20219	0.853433
1.34414e+07	5.23836	2.85159	6.63338	1.0136	1.6436e+06	3.91459e+06	4.24389	2.59001e+07	2.93672	0.761958
1.88039e+07	5.4984	3.59126	6.46244	0.869115	1.63622e+06	5.32891e+06	4.97399	8.23674e+06	3.22509	0.276652
1.24748e+07	4.45036	2.95566	6.32184	0.448668	2.72582e+06	1.91598e+06	3.17415	2.34505e+07	2.65895	0.504503
6.12722e+06	4.9871	3.03638	6.74641	1.06477	449946	9.38098e+06	3.93226	1.11114e+07	4.92922	0.718827
1.08545e+07	4.2081	3.62434	6.30642	0.530224	9.25767e+06	4.05784e+06	3.62259	2.5413e+07	3.56883	0.422794
1.30139e+07	5.78524	2.92956	6.51691	1.09421	1.19264e+07	1.30529e+06	4.90411	2.58604e+07	3.09833	0.577885
7.26591e+06	5.48186	3.52998	5.82999	-1.40077	2.78096e+06	8.3165e+06	4.59683	4.7096e+06	3.47438	0.670004
3.86404e+06	4.63727	3.00609	6.85898	1.62225	1.01305e+07	1.28368e+06	3.38353	1.35648e+07	4.46703	0.92887
8.14475e+06	4.17556	3.48054	5.99379	0.064307	8.07373e+06	426013	3.23716	1.8418e+07	2.73445	0.902609
1.63856e+07	4.15654	2.74761	6.55038	0.964712	2.62145e+06	2.52847e+06	3.30598	1.04517e+07	4.24388	0.387422
1.22379e+07	5.63789	3.07158	6.59863	1.08858	6.03168e+06	9.16236e+06	4.56762	4.2283e+06	3.42282	0.708044
8.81814e+06	6.31323	3.72253	6.48868	0.171492	1.88942e+06	8.68676e+06	3.72171	2.89322e+07	4.73826	0.852284
1.13103e+07	4.22022	2.32555	6.66728	1.53518	1.57294e+07	7.83248e+06	2.96627	2.61014e+07	2.00029	0.488787
7.41654e+06	4.70241	2.45146	6.55518	1.20061	1.65123e+07	9.893e+06	4.01981	6.6939e+06	2.28803	0.506176
1.84631e+07	5.71977	2.46936	6.56089	1.97976	3.72104e+06	3.28237e+06	4.58971	1.76772e+07	3.34569	0.651711
1.56145e+07	4.13416	2.72804	6.48859	-0.654986	1.24973e+06	5.97295e+06	3.50513	3.73463e+06	2.71067	0.55183
4.61766e+06	5.45815	3.12957	6.99896	-1.15	348259	3.5468e+06	4.68109	1.52976e+07	2.6527	0.593265
1.60511e+07	5.73654	3.73319	6.53892	0.888641	1.28302e+07	5.33932e+06	4.95152	8.09489e+06	4.48783	0.885283
1.22182e+07	4.50739	2.91	6.34356	-0.744005	1.13763e+06	2.28504e+06	3.73266	1.622e+07	3.90619	0.704524
1.78538e+07	5.62714	2.02887	6.23539	-0.239254	3.62709e+06	5.98159e+06	4.96017	1.66356e+07	3.33833	0.660359
1.38633e+07	5.09193	2.97728	6.54649	1.92024	1.37282e+07	8.06171e+06	4.78503	1.27842e+07	2.74455	0.41769
1.44285e+07	4.93575	2.31623	6.54512	0.515914	5.75981e+06	4.53688e+06	3.78186	1.36718e+07	2.71704	0.606415
4.49844e+06	6.3137	2.54191	6.86053	0.620808	611676	8.71567e+06	2.5817	2.70565e+07	4.48543	0.926451
2.51383e+06	5.34475	3.61642	5.37449	-0.625213	4.25999e+06	167645	4.6017	2.71439e+07	4.21543	0.910276
1.59619e+07	4.22278	3.65292	6.34837	0.880087	1.30362e+07	5.77825e+06	3.77117	9.68399e+06	3.75868	0.284253
4.52246e+06	4.27422	3.69611	6.90713	1.22408	9.11366e+06	9.04921e+06	3.26315	2.70812e+07	4.376	0.937421
6.88692e+06	5.18546	3.53954	6.52834	-0.860613	968199	4.27068e+06	4.43426	2.35396e+07	4.31532	0.946557
5.90116e+06	4.79398	2.28829	6.51776	0.863735	1.39916e+07	3.62687e+06	3.875	6.34684e+06	2.20577	0.669461
1.25082e+07	6.06012	3.22286	6.41339	0.328042	4.80304e+06	3.62255e+06	3.53058	1.29137e+07	4.38124	0.754493
1.31769e+07	5.0209	3.48908	6.33877	0.659832	1.9003e+07	4.89432e+06	3.83276	2.11008e+07	2.37582	0.437618
1.27719e+07	4.55939	2.48961	6.55635	1.64169	1.25806e+07	636604	3.39001	3.97483e+06	4.33755	0.615103
1.14303e+07	6.24058	2.07359	6.57008	0.754479	5.49347e+06	3.49162e+06	4.54781	7.96362e+06	3.72505	0.658241
1.11344e+07	4.30405	3.20269	6.39103	0.356243	5.31007e+06	6.15119e+06	3.81154	1.06128e+07	2.80928	0.869031
1.02474e+07	5.48386	2.46856	6.73609	1.87222	416991	6.96192e+06	4.48114	1.85817e+07	4.84111	0.789269
1.46499e+07	4.52513	3.55124	6.45571	1.76554	1.32772e+07	2.04967e+06	3.98744	1.28678e+07	3.22713	0.280801
1.72636e+07	5.2034	2.44753	6.41934	0.689116	1.52298e+06	5.91523e+06	4.66738	1.36662e+07	3.48855	0.864528
1.06912e+07	5.32739	3.66034	6.49118	1.88997	1.9267e+07	4.71696e+06	4.38035	2.05711e+07	3.01685	0.123653
1.32622e+07	4.58741	3.75396	6.47649	0.891546	8.56482e+06	4.41127e+06	3.54227	2.08086e+07	3.4889	0.794286
7.85018e+06	4.06963	3.52082	6.36553	-0.796148	2.22715e+06	2.1923e+06	2.71489	3.81696e+06	4.07893	0.848015
3.25808e+06	4.25938	2.22363	6.72245	-0.993249	5.67557e+06	8.07139e+06	2.92912	4.97516e+06	3.11627	0.893988
6.6403e+06	5.09854	2.79561	6.65238	0.986965	1.00173e+07	6.39998e+06	4.315	4.0482e+06	2.38294	0.266566
7.573e+06	4.85408	3.13304	5.91432	-1.88623	2.87028e+06	7.60035e+06	3.88756	9.21235e+06	3.27932	0.89629
9.52074e+06	5.31581	2.61007	6.5547	1.3764	1.36605e+07	6.90552e+06	4.27989	1.10888e+07	3.63899	0.755678
1.64189e+07	5.11381	2.4437	6.50692	0.73831	1.08842e+07	2.38757e+06	4.8383	4.06754e+06	4.90394	0.9657
1.88048e+06	6.09879	2.23157	6.21511	-1.32415	4.44245e+06	7.17907e+06	4.6408	2.67031e+07	2.87346	0.95391
8.29372e+06	5.65655	2.638	6.60139	1.34607	1.37052e+07	2.59335e+06	4.8156	1.33525e+07	4.1209	0.638441
1.84683e+07	4.84396	2.68331	5.99585	-1.00394	1.70554e+06	1.90429e+06	3.86424	8.7105e+06	2.4661	0.776682
1.5774e+07	5.88879	2.82862	6.12232	-0.213993	2.58678e+06	5.89773e+06	4.85991	1.04388e+07	3.93112	0.963761
3.14911e+06	4.42791	3.28706	6.6201	-0.872057	4.4412e+06	2.05463e+06	3.20535	1.82592e+07	2.44353	0.408071
1.44331e+07	5.4591	2.30567	6.24286	-0.89281	902397	3.40185e+06	4.90689	3.49013e+06	2.12035	0.784687
3.74822e+06	5.25218	2.91077	6.91236	1.34387	4.51944e+06	5.55713e+06	4.44481	3.58777e+06	2.11491	0.146879
1.93346e+07	4.50906	3.03306	6.45087	0.852884	8.30171e+06	1.17722e+06	3.44592	1.13599e+07	2.8556	0.585746
1.18001e+07	4.93363	2.72339	6.41091	0.250259	1.53865e+06	6.87828e+06	4.53719	4.40889e+06	2.27602	0.758825
1.19841e+07	5.01239	2.34641	6.63058	1.70719	1.63957e+07	4.48084e+06	4.51883	1.75192e+06	3.85438	0.728242
9.25447e+06	4.21597	2.37391	6.49862	0.622713	1.02587e+06	2.00427e+06	3.07102	2.85341e+07	2.05507	0.735977
1.48816e+07	5.81516	3.77013	6.06229	-0.591333	1.48245e+06	2.30666e+06	4.81238	2.39476e+07	3.73578	0.836689
1.84343e+07	4.19882	3.48879	6.30821	0.44643	7.63107e+06	7.25536e+06	3.19443	1.50598e+07	2.60895	0.767197
1.27421e+07	5.39834	2.50571	6.62546	-1.31103	333413	9.62036e+06	4.28279	2.43242e+07	2.584	0.592947
4.45455e+06	5.85802	2.16217	6.46534	-1.95013	4.54957e+06	7.53984e+06	4.79478	2.03618e+07	4.26689	0.935794
4.05609e+06	4.0376	2.027	6.60131	-0.06585	7.70969e+06	3.80841e+06	2.81317	1.91722e+07	2.32278	0.923555
6.67615e+06	5.04021	3.70822	5.54969	-1.01179	3.68967e+06	3.33945e+06	4.02431	1.89072e+07	2.55263	0.381104
1.01549e+07	5.63728	3.10685	6.35921	-0.103044	1.20207e+06	2.52125e+06	4.83383	3.41866e+06	4.70993	0.853356
8.77226e+06	4.76114	2.25275	6.63431	1.06794	1.83263e+07	6.67469e+06	4.41775	2.27407e+07	2.66012	0.93316
9.50555e+06	4.25091	3.78016	6.30406	-0.79978	1.25878e+06	5.73726e+06	3.02596	433764	3.31594	0.739812
1.0629e+07	4.58389	3.80636	6.59351	0.825634	1.13397e+07	4.67759e+06	3.71471	1.36621e+07	3.32582	0.802707
6.20363e+06	6.14153	3.18882	6.66329	0.585801	1.91406e+07	3.85409e+06	4.9708	1.46113e+07	4.45605	0.792375
1.42438e+07	5.59836	2.56597	6.05674	0.350852	1.31435e+07	6.73053e+06	4.9805	2.76573e+07	2.12151	0.438884
3.35518e+06	5.63955	3.02575	6.71544	-0.251186	6.47708e+06	4.94689e+06	4.84375	7.66161e+06	2.19238	0.90396
1.59492e+07	4.03234	3.60061	6.33487	-0.639071	1.28479e+06	5.53634e+06	3.02521	4.45677e+06	2.80371	0.512223
9.48315e+06	5.49826	2.27497	5.99729	0.455221	1.52136e+07	5.26914e+06	4.33171	5.38374e+06	2.80915	0.810271
9.77151e+06	4.44418	2.52358	5.07641	-0.825416	4.27898e+06	7.2422e+06	3.36445	1.75969e+07	3.41886	0.97916
1.51146e+07	4.60692	3.01381	6.36524	0.599151	1.00206e+07	9.33332e+06	3.85015	1.27534e+07	2.57409	0.477508
4.46337e+06	5.63406	2.48305	6.72045	0.796887	1.84291e+07	2.49099e+06	4.31938	2.3393e+07	2.52898	0.90377
6.62352e+06	4.42449	2.53209	6.58871	1.694	5.48336e+06	1.11987e+06	3.47368	5.47088e+06	2.34114	0.628973
5.42465e+06	4.87423	2.82476	6.16021	-1.40684	3.00126e+06	1.61129e+06	4.03306	1.14117e+07	2.18926	0.912816
6.3897e+06	5.07089	3.03071	6.15114	-1.73304	1.99909e+06	4.5321e+06	4.40825	2.62682e+07	2.26155	0.181195
5.74726e+06	5.52435	3.58827	6.25315	0.38155	1.45899e+07	551586	4.39731	2.83114e+07	3.45692	0.914468
6.9153e+06	5.19644	3.23314	6.51624	0.504546	1.7233e+07	838094	4.78795	1.30734e+06	4.12911	0.978934
1.78317e+07	5.85011	3.48973	6.4449	0.098266	1.58857e+06	9.39673e+06	4.532	2.98441e+07	4.5323	0.847867
1.23112e+07	5.55739	2.78788	6.61873	1.69286	3.28417e+06	5.28923e+06	4.76255	4.92049e+06	2.22569	0.57972
1.08189e+07	4.15204	2.901	6.72055	0.991502	9.88468e+06	7.32063e+06	3.34766	2.49526e+07	2.48425	0.750462
1.80729e+07	4.60702	3.11803	6.53851	0.645345	9.10456e+06	5.6534e+06	4.10653	1.57767e+07	2.39197	0.437001
1.41772e+07	5.03369	3.03253	6.59341	1.4865	5.05632e+06	6.34513e+06	4.90241	6.70475e+06	4.1653	0.807923
1.13004e+07	5.33742	3.37461	6.43705	1.81819	1.45652e+07	2.72387e+06	4.7196	1.83345e+07	3.04984	0.860892
1.39808e+07	5.63226	2.5865	6.44184	0.475259	2.68001e+06	8.55862e+06	4.87219	1.67568e+07	4.62848	0.611029
9.72599e+06	4.23006	2.13165	6.71967	0.913144	5.06128e+06	2.36321e+06	2.90219	9.8047e+06	4.71643	0.780411
1.56035e+07	4.48588	3.86708	6.3812	1.81822	4.56495e+06	599810	4.00218	2.86969e+07	4.60655	0.657803
1.68113e+07	4.09859	3.12839	5.10532	-0.835838	4.18507e+06	6.19319e+06	3.08936	2.55739e+07	2.55379	0.874065
1.39388e+07	5.79933	2.435	6.56212	0.908671	1.9194e+07	1.78856e+06	4.93925	2.04551e+07	2.74888	0.746293
2.35623e+06	5.93097	2.69004	6.92608	0.270393	1.48326e+07	4.74226e+06	4.88077	1.99791e+07	2.01869	0.815263
3.28712e+06	5.2286	3.0297	6.92141	1.86227	833049	8.30313e+06	4.30485	2.08666e+06	2.38768	0.445705
1.16119e+07	4.34799	3.37709	6.62101	1.80263	1.59525e+07	1.07114e+06	4.24275	8.8974e+06	2.75651	0.66433
7.8614e+06	4.13078	2.72717	5.6749	0.086604	7.45885e+06	9.56365e+06	2.73945	4.0599e+06	3.75129	0.947456
1.85026e+07	5.33266	2.68531	6.35859	0.465984	1.36829e+07	7.25555e+06	4.33738	1.1903e+07	4.27756	0.830808
8.27594e+06	5.4546	3.10277	6.02338	-0.289869	3.20549e+06	8.98296e+06	4.73168	1.45008e+07	2.67564	0.65271
1.5388e+07	6.13002	2.40758	6.31731	0.622891	1.34188e+07	1.9555e+06	4.36714	7.49668e+06	2.71954	0.739763
1.54519e+07	5.30345	2.43868	6.67945	0.996419	1.0224e+07	9.13171e+06	4.39382	1.19151e+07	3.5206	0.521246
3.91277e+06	5.28314	3.02143	6.74589	0.622534	1.66319e+07	90577.5	4.94491	1.98918e+07	2.23528	0.47718
4.42605e+06	4.89156	3.77172	6.48624	-0.144779	2.13934e+06	1.30424e+06	4.36865	2.69566e+07	2.99086	0.469731
6.71949e+06	4.76412	3.85262	6.83007	1.02498	1.10836e+07	1.76554e+06	3.65912	1.1776e+07	4.07321	0.824598
4.42036e+06	5.54546	3.51847	6.83981	-0.08551	6.84111e+06	2.60972e+06	4.59869	1.24577e+07	4.54677	0.864122
1.40613e+07	4.54618	3.30891	6.18546	0.010361	3.62002e+06	2.94784e+06	3.62839	8.90088e+06	4.36628	0.648936
1.06596e+07	5.31046	2.86971	6.60649	1.94811	7.67556e+06	5.23956e+06	4.69579	2.82505e+07	2.10973	0.833475
7.32004e+06	5.36769	3.76203	6.08463	-0.053294	4.03944e+06	821135	4.08924	3.35246e+06	3.20469	0.679583
1.2546e+07	5.45594	3.14408	6.56873	0.992777	9.21798e+06	6.2697e+06	4.76772	2.23373e+06	2.82591	0.636337
2.07108e+06	6.15727	2.67862	6.91464	-1.82314	1.53153e+07	6.31038e+06	3.91753	2.62598e+07	2.40513	0.908568
4.38694e+06	6.27995	3.03009	6.59945	0.605368	1.1849e+07	7.09178e+06	3.23439	2.00243e+07	3.35903	0.895019
1.14953e+07	5.1028	3.16366	6.5126	0.600031	1.69568e+07	6.894e+06	4.21854	4.92335e+06	2.10892	0.493493
8.34609e+06	5.45118	3.58529	6.56801	1.66211	3.39728e+06	4.4082e+06	4.37221	2.04944e+07	2.67237	0.198617
1.64103e+07	4.0608	2.28606	6.59367	0.832317	1.2971e+07	2.45453e+06	3.27619	2.89604e+07	3.18715	0.872954
9.49647e+06	5.56006	3.79178	5.74744	0.495477	1.99948e+07	9.63499e+06	4.64523	1.82633e+07	3.1755	0.904014
1.79504e+06	4.93458	3.67477	5.77569	0.322471	1.48099e+07	3.03671e+06	3.72859	1.92659e+07	3.86355	0.898568
1.02252e+07	4.79035	3.67596	6.53803	1.39514	5.68515e+06	4.45787e+06	3.88925	1.05119e+07	3.76176	0.713912
5.65002e+06	5.42958	3.89338	6.72491	-1.22008	2.12914e+06	3.69675e+06	4.37635	1.36802e+07	4.4904	0.863553
5.09997e+06	5.54479	3.6581	6.07975	-0.695796	4.20845e+06	2.12709e+06	4.83861	4.20883e+06	2.69105	0.632898
1.72389e+07	4.66181	2.356	6.48349	0.981791	1.18692e+07	1.87994e+06	3.67956	1.49232e+07	2.14097	0.712023
4.79e+06	5.71586	2.21447	6.97981	1.53376	1.07775e+07	2.9921e+06	4.73129	1.73167e+07	2.18764	0.976115
1.02001e+07	5.19365	2.86097	6.12133	0.545741	1.76101e+07	520092	4.612	2.35016e+07	2.59461	0.723344
1.02193e+07	4.77625	3.53222	6.74068	1.84388	5.73035e+06	792342	4.04124	2.34046e+07	4.44813	0.806461
5.0305e+06	6.08323	2.28323	6.90226	1.95615	1.18804e+07	1.4715e+06	4.99395	9.74254e+06	3.19794	0.916769
5.27063e+06	5.90253	2.76479	6.72492	-0.037783	873275	5.64656e+06	4.75885	8.97254e+06	4.42422	0.792293
1.65561e+07	4.8995	2.33915	6.09452	-1.54899	2.54402e+06	6.40425e+06	3.71934	7.95013e+06	4.13717	0.959235
6.06025e+06	5.39432	3.56408	6.74758	1.84064	294897	2.61652e+06	4.70712	279940	3.27795	0.705668
1.21934e+07	4.77371	3.18055	6.56422	1.50445	4.01209e+06	3.85374e+06	4.34329	1.79156e+07	2.69125	0.07609
1.0611e+07	4.5185	2.16893	6.54261	1.6806	1.58271e+07	8.59694e+06	4.26173	1.3657e+07	2.14004	0.743425
3.95666e+06	4.86738	2.91197	6.83377	1.21242	1.99294e+07	7.06843e+06	3.69309	1.94258e+07	3.29102	0.864625
1.36447e+07	4.44466	3.68419	6.57812	1.94155	9.79747e+06	8.89324e+06	3.40232	2.74349e+07	3.67022	0.889391
1.82543e+07	4.273	2.47517	6.2809	-0.913756	1.15315e+06	8.10195e+06	3.11149	8.88332e+06	3.58605	0.784512
1.26952e+07	5.26924	2.89127	6.21532	0.41064	9.45884e+06	2.61556e+06	4.45012	1.76699e+07	3.6985	0.88447
6.49144e+06	4.47451	3.05889	6.40737	-1.83319	2.76436e+06	1.90424e+06	3.63423	2.91106e+07	2.20435	0.825527
1.83911e+07	4.96577	3.70551	6.00344	0.409353	1.03261e+07	333886	4.80369	2.91364e+07	2.78727	0.501556
5.32426e+06	6.29025	2.25627	6.46549	0.121414	4.14174e+06	8.90219e+06	3.70229	2.88944e+07	3.52606	0.914232
8.44914e+06	4.04486	2.70151	6.58507	1.50345	2.49948e+06	9.45363e+06	3.57494	7.51297e+06	2.284	0.737334
1.80729e+07	4.60702	3.11803	6.53851	0.645345	9.10456e+06	5.6534e+06	4.10653	1.57767e+07	2.39197	0.437001
1.30227e+07	4.85163	3.11037	6.36459	0.624397	1.64196e+07	918638	3.81395	1.26165e+07	3.19349	0.70395
7.5896e+06	6.23294	2.26952	6.70269	1.62793	8.24991e+06	4.45639e+06	4.94514	1.83171e+07	3.25862	0.790585
1.30017e+07	4.81101	2.98248	6.14242	-1.52868	1.62192e+06	919900	3.56929	1.5853e+06	3.11392	0.602707
3.40362e+06	4.25589	3.01461	6.88309	1.85272	1.81768e+07	6.84062e+06	3.17533	1.43749e+06	2.25932	0.415775
1.56909e+07	4.97744	2.05777	6.58885	0.374701	802910	3.42147e+06	4.55789	2.58473e+07	3.96896	0.805108
