param_Ne	param_log_time_split_AfrEur	param_log_time_admixture	param_log_time_Afr_ex	param_log_severity	param_Ne_Afr_anc	param_Ne_Eur	param_log_Ne_Eur_bn	param_Ne_Ame	param_log_Ne_Ame_bn	param_proportion_admixture
7.35528e+06	5.22192	2.66477	6.62691	0.327518	1.21499e+06	8.49952e+06	4.64816	1.098e+07	4.83135	0.717276
9.22893e+06	4.34974	2.69614	6.56351	1.34934	1.34916e+07	9.86439e+06	3.45071	4.72697e+06	4.28781	0.858147
1.88029e+07	5.22665	2.13037	6.42048	1.41173	1.92545e+07	5.79292e+06	4.95925	6.5159e+06	2.94464	0.646927
6.991e+06	4.39618	3.66623	6.81733	1.63718	1.05084e+07	7.68289e+06	3.56563	951365	4.84449	0.976638
1.15086e+07	4.81409	2.75735	6.61406	1.9092	4.37788e+06	6.51534e+06	4.34932	2.34436e+07	3.10373	0.663503
1.52667e+07	4.94552	2.12071	6.48684	1.47711	1.65087e+07	6.23864e+06	4.04153	4.84228e+06	3.29541	0.626173
1.06872e+07	5.29557	3.44401	6.2372	0.541582	1.439e+07	9.50435e+06	4.85246	1.50236e+07	3.61806	0.740909
7.64875e+06	6.14446	2.26426	6.32093	-0.897872	1.58508e+06	9.19032e+06	4.60761	9.76682e+06	4.50133	0.881308
5.39375e+06	5.13421	2.85983	6.94459	0.8192	4.25223e+06	5.21688e+06	4.05144	3.41468e+06	3.98532	0.893086
9.77394e+06	4.14592	2.59911	6.64655	0.713372	8.72524e+06	7.72918e+06	3.08672	2.9068e+07	4.40677	0.878753
7.72981e+06	4.6995	2.15992	6.53808	-1.04776	951468	5.39575e+06	3.65774	1.79654e+07	4.36705	0.649197
1.22486e+07	5.33701	3.10923	6.09106	-1.91619	1.75751e+06	6.24429e+06	4.19879	1.42652e+06	2.89524	0.313645
7.24349e+06	5.55847	2.28873	6.76759	1.14136	1.80203e+07	5.28832e+06	4.82284	304421	2.78061	0.98052
6.83273e+06	4.55847	3.00075	6.59347	-0.082149	3.16926e+06	5.96056e+06	3.65792	333631	2.09265	0.433433
1.77873e+07	5.05174	3.46003	6.27688	0.431391	5.55953e+06	4.97639e+06	4.09505	2.03382e+07	4.82005	0.386533
1.20592e+07	4.96262	2.03121	6.77164	1.1429	7.09583e+06	9.47259e+06	4.08705	785762	2.78802	0.712989
1.05212e+07	4.40073	2.14506	6.71125	1.13677	9.1261e+06	9.05581e+06	3.68725	2.87625e+07	3.96223	0.66792
1.91678e+07	5.354	3.08581	5.40256	-0.515692	3.47223e+06	4.23553e+06	4.15437	5.05318e+06	2.39721	0.866715
1.87232e+07	6.17722	3.44516	6.22092	0.502113	9.73431e+06	1.44804e+06	3.91886	1.98493e+07	4.51821	0.905016
8.6631e+06	4.64669	2.08563	6.58546	1.98107	1.46531e+07	8.98335e+06	3.49421	2.75741e+07	4.44092	0.649604
6.75293e+06	5.80486	3.45996	6.58092	1.61772	7.77282e+06	4.06941e+06	4.94179	1.23463e+06	2.67367	0.053401
7.00005e+06	5.61921	3.45565	5.82413	-0.872913	3.68815e+06	2.35488e+06	4.9296	2.0162e+07	4.88474	0.913205
1.52857e+07	4.68722	2.47155	6.18145	-1.29503	935245	6.62023e+06	3.53819	7.35188e+06	2.06411	0.582937
1.40111e+07	4.02261	2.69382	6.73372	1.77567	6.74721e+06	296345	3.15613	1.35479e+07	4.72139	0.81584
1.87765e+07	5.61584	3.2919	6.01725	-0.43749	2.30628e+06	3.05274e+06	4.7619	1.76446e+07	3.63627	0.66097
6.991e+06	4.39618	3.66623	6.81733	1.63718	1.05084e+07	7.68289e+06	3.56563	951365	4.84449	0.976638
1.21021e+07	5.73326	3.21167	6.62985	1.28456	3.6331e+06	5.79266e+06	4.97634	1.62821e+07	2.98131	0.404128
1.86334e+07	5.20193	3.48203	6.38406	1.85013	8.70943e+06	1.09438e+06	4.89151	2.96496e+07	2.7509	0.508189
9.67918e+06	4.95222	2.92384	6.52325	1.8897	6.29298e+06	1.91856e+06	4.25059	2.16363e+07	4.85323	0.560321
8.10675e+06	5.43372	3.52659	6.71315	1.53059	9.17764e+06	2.10137e+06	4.8314	1.27134e+06	2.75736	0.117645
1.72344e+07	5.27392	3.36157	6.50334	1.04484	1.58488e+07	3.64831e+06	4.76019	2.48831e+07	3.25181	0.555747
1.98406e+07	4.80832	2.19489	6.47801	1.53982	1.94225e+07	1.25616e+06	4.61381	4.36242e+06	2.24228	0.639632
1.78052e+07	5.87721	2.38338	6.15153	0.578874	1.24977e+07	9.12979e+06	4.94616	2.51706e+07	2.0334	0.618182
8.52785e+06	5.78857	3.40346	5.88926	0.398142	9.56526e+06	8.08089e+06	4.72179	5.85791e+06	3.36876	0.796962
3.29975e+06	5.62344	3.3342	6.4087	-1.69941	2.51818e+06	6.46099e+06	4.88767	2.83257e+07	3.17183	0.84744
1.59311e+07	5.31451	3.03341	6.58642	0.745609	1.26157e+07	6.60599e+06	4.99667	1.30333e+07	3.44841	0.689982
1.60551e+07	4.39196	2.10202	6.12305	-1.78054	2.55867e+06	6.44395e+06	3.81697	2.55453e+07	2.20702	0.732607
1.18436e+07	4.00647	3.5321	6.53687	1.56915	1.09866e+07	848893	3.60698	7.35804e+06	3.08277	0.495863
1.05212e+07	4.40073	2.14506	6.71125	1.13677	9.1261e+06	9.05581e+06	3.68725	2.87625e+07	3.96223	0.66792
2.14559e+06	5.71942	2.28208	5.82964	0.230634	1.26511e+07	3.39511e+06	4.44902	3.53234e+06	2.24445	0.964397
1.5866e+07	4.94811	2.41045	6.47005	0.709202	9.53772e+06	5.51606e+06	3.77508	1.69454e+07	2.23958	0.709952
1.25343e+07	4.62552	2.45533	6.48756	0.632255	7.64258e+06	2.52637e+06	4.17726	7.79628e+06	2.62918	0.686241
9.5606e+06	4.03159	3.51717	6.46691	0.591107	1.18959e+07	7.69021e+06	3.22224	2.55428e+07	3.57771	0.425118
1.14602e+07	4.95419	3.31982	6.50453	1.39006	9.86808e+06	6.92885e+06	4.06856	779322	3.96803	0.705055
1.74072e+07	5.63694	2.2795	6.22505	0.599557	1.96165e+07	8.80898e+06	4.80528	2.39442e+07	2.71878	0.83145
1.26761e+07	5.04599	3.31464	6.38359	-1.1452	703544	5.54165e+06	4.09391	2.67778e+07	4.03422	0.905968
9.73023e+06	6.25041	3.41778	6.28124	-0.755339	1.81466e+06	8.47711e+06	3.99344	2.60817e+07	3.59039	0.873292
6.08666e+06	6.28755	2.36867	6.45376	0.64047	1.63358e+07	2.58113e+06	2.60545	2.52181e+07	2.08776	0.860422
1.17011e+07	4.44164	3.1005	6.67253	1.75577	5.08662e+06	7.10115e+06	3.76006	2.93248e+07	2.88981	0.357101
1.60551e+07	4.39196	2.10202	6.12305	-1.78054	2.55867e+06	6.44395e+06	3.81697	2.55453e+07	2.20702	0.732607
1.39814e+07	4.71192	3.47507	6.52738	1.5425	8.00821e+06	4.79578e+06	3.53337	2.66806e+07	4.03542	0.68717
1.34072e+07	5.08216	3.36614	6.52932	1.99834	6.8955e+06	8.56662e+06	4.32868	1.59446e+07	4.40276	0.514158
1.85836e+07	4.97802	3.77904	6.50834	1.74728	1.99598e+06	3.29572e+06	4.53737	1.47639e+07	4.30647	0.816463
6.15662e+06	4.73518	3.41267	6.71472	0.648202	1.10128e+07	318464	4.05377	1.50286e+07	4.60336	0.724671
2.14559e+06	5.71942	2.28208	5.82964	0.230634	1.26511e+07	3.39511e+06	4.44902	3.53234e+06	2.24445	0.964397
1.5866e+07	4.94811	2.41045	6.47005	0.709202	9.53772e+06	5.51606e+06	3.77508	1.69454e+07	2.23958	0.709952
8.59473e+06	4.35638	2.80057	6.51842	1.31043	1.16181e+07	2.95924e+06	3.08256	6.45926e+06	2.78374	0.666284
1.14602e+07	4.95419	3.31982	6.50453	1.39006	9.86808e+06	6.92885e+06	4.06856	779322	3.96803	0.705055
1.49849e+07	5.74003	3.08848	6.53103	1.57156	1.00399e+07	9.85868e+06	4.56522	1.40791e+07	4.69272	0.696959
1.37037e+07	5.27583	2.71755	6.11686	-1.25108	1.22046e+06	5.54231e+06	4.66021	2.91618e+07	2.64866	0.835797
1.2629e+07	5.62176	2.49056	6.45491	0.681364	1.40734e+07	3.94339e+06	4.97525	279428	4.72276	0.759433
1.65173e+07	6.26919	2.87136	6.47319	-0.456048	785514	4.67399e+06	3.95227	1.43305e+07	4.69164	0.75834
3.10765e+06	6.07085	3.486	6.80135	-1.83788	4.15117e+06	3.60969e+06	3.98388	2.94428e+07	4.7699	0.930554
1.15557e+07	4.45113	2.45286	6.39574	0.498575	1.45011e+07	8.44673e+06	3.47488	1.48584e+07	3.3997	0.650872
7.939e+06	5.26674	2.11545	6.92633	0.990507	2.70968e+06	7.46796e+06	4.11626	1.77633e+07	2.89207	0.886433
6.26311e+06	5.6137	2.79569	6.58972	0.516139	1.3776e+07	9.46772e+06	4.76167	3.55916e+06	2.70545	0.910047
1.343e+07	5.38708	3.79018	5.93019	-0.974661	2.30978e+06	3.51184e+06	4.39678	2.47725e+07	4.52824	0.866812
8.4024e+06	4.94783	3.4741	6.6322	1.32331	3.95733e+06	2.21067e+06	3.87124	1.71203e+07	2.93219	0.356207
1.34957e+07	4.00624	2.22402	6.48611	1.79041	1.5393e+07	5.76849e+06	3.77586	5.10583e+06	2.71635	0.831401
3.15016e+06	5.6153	3.29209	5.97115	-1.55339	3.29029e+06	6.64254e+06	4.81424	1.45888e+07	2.34319	0.369249
1.02739e+07	4.79782	3.16339	6.39484	0.539043	9.24676e+06	651377	3.87294	933323	3.52511	0.811654
3.76411e+06	4.66453	3.24345	6.97652	-1.71609	5.21039e+06	257204	3.8245	1.87455e+07	2.19533	0.714097
9.2254e+06	4.69179	3.49722	6.42449	0.457468	6.20721e+06	8.95962e+06	3.59354	2.48501e+07	2.30193	0.164323
6.15662e+06	4.73518	3.41267	6.71472	0.648202	1.10128e+07	318464	4.05377	1.50286e+07	4.60336	0.724671
8.51228e+06	4.31851	3.6295	6.59696	1.69478	1.13758e+06	880105	3.82299	1.46926e+07	4.72382	0.892806
1.6489e+07	4.24428	2.20814	6.71002	0.893574	1.22925e+07	1.11417e+06	3.48293	1.41475e+07	3.66956	0.799463
4.74494e+06	5.82465	3.12142	6.66857	0.446996	5.88914e+06	9.47962e+06	4.77642	1.29314e+07	2.34798	0.240779
1.58606e+07	5.51092	2.96444	6.4896	1.37062	4.5919e+06	5.53893e+06	4.94857	2.9854e+07	3.06002	0.844503
1.44429e+07	5.01107	2.97361	5.86876	-1.11069	3.02475e+06	4.74738e+06	4.20082	6.10242e+06	2.10796	0.474519
8.87552e+06	4.09413	3.80033	6.83848	1.67723	4.47734e+06	9.59192e+06	3.02478	1.66922e+07	4.36377	0.761366
1.84403e+07	5.10937	2.15889	6.5615	1.77411	2.27631e+06	2.38787e+06	4.14969	2.579e+07	3.82338	0.623047
6.5887e+06	6.0179	2.14448	6.28196	0.420291	9.18816e+06	9.70226e+06	4.789	419915	3.33925	0.922633
9.90845e+06	4.51398	3.09066	6.53941	1.42112	8.29853e+06	9.33959e+06	3.77823	1.19575e+07	2.291	0.854273
1.39893e+07	4.27755	2.70789	6.66293	1.10929	9.86704e+06	2.5764e+06	3.73139	2.13533e+07	3.02112	0.925669
1.60995e+07	5.4364	2.4255	5.94497	-0.117485	4.46468e+06	9.35568e+06	4.37868	2.50322e+07	4.17212	0.950526
5.77104e+06	6.29074	3.10149	6.82698	1.00987	1.25595e+07	627766	4.83664	8.69521e+06	4.61817	0.878269
7.89477e+06	5.69864	3.34589	6.65883	1.30997	7.19236e+06	1.94625e+06	4.55907	1.81517e+07	3.64081	0.712495
1.34863e+07	4.54495	3.13652	6.51559	1.32852	1.2584e+07	7.56771e+06	4.27119	1.92331e+07	4.39068	0.615598
1.49917e+07	6.159	2.22143	6.34776	-1.26409	946502	8.49347e+06	2.58944	6.2133e+06	4.03496	0.739952
1.26051e+07	4.81044	3.43448	5.67848	-0.731516	3.32178e+06	2.88902e+06	3.92852	2.63384e+07	3.49063	0.922618
7.14493e+06	4.15038	3.13081	6.84689	1.29133	6.77574e+06	7.82527e+06	2.90659	1.96124e+07	3.24989	0.84567
3.54437e+06	5.91048	3.54641	6.87593	-0.335561	1.53992e+06	4.07814e+06	3.94552	2.66713e+07	3.29774	0.842247
1.27873e+07	4.11666	3.11586	6.56485	0.688818	1.06768e+07	3.61886e+06	3.21832	2.13592e+07	2.49369	0.889597
1.02739e+07	4.79782	3.16339	6.39484	0.539043	9.24676e+06	651377	3.87294	933323	3.52511	0.811654
1.83755e+07	4.51113	3.34193	6.24107	0.06187	3.70459e+06	4.44795e+06	3.22839	2.73057e+07	3.34081	0.596202
1.22486e+07	5.33701	3.10923	6.09106	-1.91619	1.75751e+06	6.24429e+06	4.19879	1.42652e+06	2.89524	0.313645
1.27568e+07	4.93446	3.82744	6.48362	1.14511	1.73379e+07	5.13427e+06	3.96542	2.73654e+07	4.57418	0.537429
1.91678e+07	5.354	3.08581	5.40256	-0.515692	3.47223e+06	4.23553e+06	4.15437	5.05318e+06	2.39721	0.866715
1.18579e+07	5.15915	3.69944	6.54252	1.57607	3.63096e+06	2.84459e+06	4.48943	5.2968e+06	3.1424	0.072511
1.13149e+07	5.40698	3.89189	6.6127	0.727956	1.31596e+07	8.69051e+06	4.80346	1.41774e+07	4.46806	0.892271
1.44221e+07	4.28887	2.84561	6.46149	1.80465	6.49226e+06	4.23867e+06	3.46846	2.09128e+07	3.73587	0.918274
6.33827e+06	4.94373	3.71254	5.86008	-1.53222	2.84175e+06	908474	3.85487	2.94568e+07	2.98238	0.677719
4.19746e+06	5.15475	3.77457	5.22997	-0.112175	6.48091e+06	4.44175e+06	3.95308	9.22181e+06	4.40822	0.932545
1.99398e+07	4.16403	2.91605	6.37136	-1.09402	943139	4.96799e+06	3.61814	1.36619e+07	4.62338	0.538227
1.26761e+07	5.04599	3.31464	6.38359	-1.1452	703544	5.54165e+06	4.09391	2.67778e+07	4.03422	0.905968
9.43772e+06	4.71401	3.59816	6.63399	0.560927	2.42003e+06	738080	4.31201	2.56379e+07	4.8868	0.692288
9.71882e+06	5.45647	2.3815	6.79202	1.11758	2.44049e+06	5.2304e+06	4.78116	1.81003e+07	2.98662	0.922761
9.89142e+06	4.97575	3.29284	6.2582	-1.48816	1.03496e+06	1.45514e+06	4.01114	3.65588e+06	3.55736	0.624174
7.79711e+06	4.62003	3.86733	6.52746	0.593178	1.5749e+07	4.60637e+06	3.36555	1.86661e+07	4.13857	0.684337
6.96672e+06	4.16082	3.27636	6.53383	-1.53881	2.26399e+06	9.82802e+06	3.35542	202291	2.99615	0.508084
1.34957e+07	4.00624	2.22402	6.48611	1.79041	1.5393e+07	5.76849e+06	3.77586	5.10583e+06	2.71635	0.831401
1.98406e+07	4.80832	2.19489	6.47801	1.53982	1.94225e+07	1.25616e+06	4.61381	4.36242e+06	2.24228	0.639632
1.59311e+07	5.31451	3.03341	6.58642	0.745609	1.26157e+07	6.60599e+06	4.99667	1.30333e+07	3.44841	0.689982
7.64703e+06	5.29062	2.1116	6.57011	0.180051	3.3646e+06	4.00839e+06	4.13835	1.89537e+07	2.61589	0.885569
1.31525e+07	5.6612	3.75792	6.39313	1.82621	1.18884e+07	3.79517e+06	4.75383	2.22236e+07	3.76586	0.617506
1.70011e+07	5.60007	3.33825	6.04261	0.457157	1.67583e+07	6.9879e+06	4.55224	2.70129e+07	2.26067	0.173332
1.8413e+07	5.85141	3.04218	6.23901	-1.14854	1.01077e+06	8.57952e+06	4.50607	7.16348e+06	4.31703	0.7495
6.90258e+06	4.82787	3.52467	6.911	1.87549	1.623e+07	9.53364e+06	4.09305	1.41311e+07	3.87564	0.894024
7.44359e+06	6.02938	3.04013	6.70877	0.832391	1.52032e+07	6.78178e+06	3.41942	2.39896e+07	4.88933	0.905448
1.45903e+07	5.91462	3.37747	6.11281	-1.39805	1.19625e+06	5.4927e+06	4.92647	5.10499e+06	3.72264	0.70473
9.11727e+06	4.98682	3.33073	6.51678	1.28143	1.47043e+06	5.81355e+06	3.80346	1.30175e+07	2.46178	0.262202
9.12834e+06	5.04787	3.76794	6.60687	1.59174	692190	1.70499e+06	4.25845	1.65188e+07	3.22623	0.106123
7.64703e+06	5.29062	2.1116	6.57011	0.180051	3.3646e+06	4.00839e+06	4.13835	1.89537e+07	2.61589	0.885569
1.15211e+07	5.23191	2.16659	6.54281	0.589258	9.93484e+06	6.47735e+06	4.2344	4.77303e+06	4.58789	0.808299
1.85855e+07	5.13484	2.67745	6.49137	1.67789	1.32482e+07	3.30561e+06	4.63141	2.7017e+07	4.0011	0.614929
3.97534e+06	5.39466	3.4771	6.96366	-1.00951	4.64093e+06	1.26602e+06	4.74956	2.83249e+06	2.76541	0.912025
6.77591e+06	5.80862	2.70509	6.65222	0.403088	5.03373e+06	5.45829e+06	3.84452	1.77198e+07	4.89369	0.895481
1.6489e+07	4.24428	2.20814	6.71002	0.893574	1.22925e+07	1.11417e+06	3.48293	1.41475e+07	3.66956	0.799463
1.21144e+07	4.25671	2.91959	6.26261	-1.62459	653376	6.53514e+06	3.66895	341601	2.22909	0.491222
1.13149e+07	5.40698	3.89189	6.6127	0.727956	1.31596e+07	8.69051e+06	4.80346	1.41774e+07	4.46806	0.892271
1.2629e+07	5.62176	2.49056	6.45491	0.681364	1.40734e+07	3.94339e+06	4.97525	279428	4.72276	0.759433
1.1791e+07	6.22092	3.71483	6.44481	0.59475	1.13492e+07	1.37142e+06	2.65543	2.84045e+06	4.56463	0.765069
1.99398e+07	4.16403	2.91605	6.37136	-1.09402	943139	4.96799e+06	3.61814	1.36619e+07	4.62338	0.538227
1.0682e+07	5.89011	2.97835	6.41143	0.060829	3.05369e+06	7.04276e+06	4.72694	4.41505e+06	2.95235	0.728737
9.74777e+06	6.379	2.22632	6.65544	1.01998	6.25045e+06	5.31033e+06	3.61203	1.95065e+07	4.31752	0.794082
5.35697e+06	4.63696	2.66924	6.52504	0.520417	1.06607e+07	1.45454e+06	3.8123	1.62485e+07	2.71355	0.948126
1.343e+07	5.38708	3.79018	5.93019	-0.974661	2.30978e+06	3.51184e+06	4.39678	2.47725e+07	4.52824	0.866812
3.15016e+06	5.6153	3.29209	5.97115	-1.55339	3.29029e+06	6.64254e+06	4.81424	1.45888e+07	2.34319	0.369249
3.76411e+06	4.66453	3.24345	6.97652	-1.71609	5.21039e+06	257204	3.8245	1.87455e+07	2.19533	0.714097
1.8114e+07	5.15592	2.76083	6.43769	0.862314	929266	3.74993e+06	4.67011	2.83574e+07	4.06317	0.817864
1.17138e+07	5.10301	3.31263	6.76649	0.809815	3.10239e+06	7.92398e+06	4.40535	9.86619e+06	3.6958	0.757895
1.15211e+07	5.23191	2.16659	6.54281	0.589258	9.93484e+06	6.47735e+06	4.2344	4.77303e+06	4.58789	0.808299
1.91451e+07	4.59006	2.66169	6.51551	1.75398	7.2647e+06	721812	3.84898	2.77158e+07	3.63988	0.855481
1.31515e+07	4.1764	3.43315	6.46884	1.75055	1.30158e+07	5.77587e+06	3.17684	1.65489e+07	4.98316	0.521191
1.76356e+07	4.38514	3.51326	6.40884	-1.23597	372139	2.88865e+06	3.70442	1.69841e+07	2.59792	0.343995
1.01911e+07	4.0763	2.10228	6.91062	1.02944	8.30518e+06	3.48401e+06	2.889	1.91352e+07	4.49394	0.8001
4.79e+06	5.71586	2.21447	6.97981	1.53376	1.07775e+07	2.9921e+06	4.73129	1.73167e+07	2.18764	0.976115
1.68045e+07	5.74952	2.3811	6.0002	-0.804104	3.11324e+06	3.71676e+06	4.69608	1.24621e+07	3.27141	0.852655
1.60617e+07	4.09384	2.33625	6.29752	0.593001	1.82557e+06	7.76357e+06	3.4298	2.176e+07	2.42404	0.390467
1.39374e+07	5.94409	2.10179	6.4535	0.631212	7.71632e+06	6.47037e+06	4.51065	2.59465e+07	3.86902	0.690842
7.05542e+06	5.07684	2.83668	5.1629	0.143888	8.59759e+06	1.51466e+06	4.0532	8.02241e+06	4.35533	0.973948
1.02043e+07	4.01816	3.42068	6.20618	0.540906	1.66952e+07	2.79084e+06	2.9427	2.14734e+07	2.55781	0.678409
1.1087e+07	6.22012	2.58675	6.56108	0.592949	441663	7.43676e+06	4.47195	1.38498e+07	4.82695	0.764755
1.26536e+07	5.43527	2.29134	6.49158	0.727982	6.1413e+06	8.07114e+06	4.34399	1.24334e+07	4.56615	0.872211
4.46337e+06	5.63406	2.48305	6.72045	0.796887	1.84291e+07	2.49099e+06	4.31938	2.3393e+07	2.52898	0.90377
1.82403e+07	4.13451	2.81311	6.49495	1.6644	6.14166e+06	2.36323e+06	3.42295	2.43438e+07	3.6748	0.465062
1.24923e+07	4.28891	3.52308	6.00245	-0.788311	3.2154e+06	187813	3.85938	1.42132e+07	2.825	0.708465
8.79202e+06	5.48103	2.12952	6.8315	1.92981	1.36307e+07	8.47089e+06	4.62548	9.68132e+06	4.40202	0.947944
3.75058e+06	5.67444	3.59967	6.92038	0.57379	4.73405e+06	9.59205e+06	4.73226	2.82024e+07	3.23059	0.924825
1.67824e+07	4.70651	2.44348	6.22657	0.35969	1.25992e+07	3.11059e+06	4.22327	1.95841e+07	2.06449	0.125337
3.07397e+06	4.73039	2.94635	6.8662	1.63449	6.6328e+06	6.56687e+06	3.68911	1.19934e+07	2.16966	0.492368
1.41671e+07	5.59727	2.22249	6.55205	1.17777	1.5477e+07	6.91951e+06	4.74111	6.15527e+06	4.88081	0.923169
1.79666e+07	4.11465	3.42342	6.39285	1.68441	5.30338e+06	4.75654e+06	3.7889	1.85754e+06	3.38897	0.510008
8.14572e+06	5.38721	2.36786	6.5944	1.71247	8.7371e+06	7.87932e+06	4.67147	1.4533e+06	3.24071	0.642825
1.94695e+07	4.98247	3.57209	6.53234	-1.31759	611828	9.36821e+06	4.51285	2.09096e+07	4.68428	0.76146
9.36422e+06	6.14973	2.13652	6.67696	0.932046	6.13419e+06	9.52375e+06	3.83368	1.23186e+07	4.06686	0.794389
1.75699e+07	4.72401	2.82506	5.90414	-0.784211	2.7852e+06	4.78513e+06	4.0114	2.99935e+07	2.15137	0.411501
1.13004e+07	5.33742	3.37461	6.43705	1.81819	1.45652e+07	2.72387e+06	4.7196	1.83345e+07	3.04984	0.860892
1.89338e+07	4.7623	2.2689	6.41716	1.03847	8.65657e+06	7.85928e+06	4.48569	2.41063e+07	3.58284	0.960532
1.32257e+06	4.8448	3.17862	5.89057	-1.9926	4.77272e+06	4.14061e+06	3.78475	2.22826e+07	2.07675	0.549174
1.75032e+07	4.49916	2.50155	5.85947	-0.420681	3.09682e+06	2.93197e+06	3.30752	1.142e+07	3.77102	0.926633
4.22641e+06	6.14738	2.33373	6.8552	1.28605	1.28337e+07	2.49567e+06	4.21408	1.46617e+07	2.11955	0.803892
2.97001e+06	5.95553	2.61316	6.86335	-1.81674	3.11766e+06	4.97853e+06	3.30899	1.36728e+06	3.33403	0.93628
4.54259e+06	4.49254	2.77367	6.65047	-1.75991	1.20018e+06	4.11467e+06	3.16728	3.52744e+06	2.21302	0.760137
1.33504e+07	4.06183	2.56399	6.25003	0.460665	1.54021e+07	2.48189e+06	2.85601	2.00648e+07	3.34356	0.836467
1.30426e+07	4.81799	2.82963	6.48989	1.09505	4.47638e+06	9.81994e+06	4.09438	1.62637e+07	2.51618	0.463989
8.08467e+06	4.1618	3.5155	6.26704	-1.69661	2.07363e+06	3.05318e+06	3.03576	2.95112e+07	2.79609	0.327624
1.38692e+07	4.0908	2.08446	6.55453	-0.640376	53667.3	3.9413e+06	3.07888	7.91774e+06	4.04145	0.594745
6.79723e+06	6.43567	3.67424	6.46661	-1.47895	557533	2.85887e+06	4.58399	1.54052e+07	4.24742	0.83672
1.95778e+07	5.08211	2.08243	6.33124	0.601532	1.72338e+07	6.05693e+06	4.95652	463129	2.29654	0.542962
5.23876e+06	4.95264	3.41132	6.80291	1.45221	1.36128e+07	2.2369e+06	4.08857	1.45962e+07	3.58388	0.956998
5.14293e+06	5.59204	3.14573	6.90899	0.793356	1.99694e+07	9.80714e+06	4.47865	1.82215e+07	2.13899	0.110059
1.27348e+07	5.69105	3.24059	6.39032	0.705429	1.17009e+07	4.30039e+06	4.86616	2.89749e+07	2.79189	0.239303
6.75826e+06	5.00955	3.51881	6.55933	-0.745459	2.57588e+06	7.41092e+06	3.77338	1.6328e+07	3.34373	0.699995
1.31521e+07	5.02543	3.03992	6.43464	0.917564	1.48325e+07	6.02554e+06	4.45174	2.89096e+07	4.94099	0.60764
1.88613e+07	4.42897	2.34881	6.47247	-0.04643	1.93076e+06	3.0198e+06	3.54987	5.9081e+06	3.10688	0.911108
7.21864e+06	5.2005	3.04595	6.49676	0.502267	1.99694e+07	7.31929e+06	4.0913	3.59768e+06	3.52954	0.828871
1.80098e+07	5.04881	2.92919	6.37202	0.789633	7.36186e+06	9.5803e+06	4.51096	1.05674e+07	3.00997	0.761706
1.89547e+07	5.56029	3.49922	6.46069	1.64958	4.48479e+06	5.12516e+06	4.59341	12430.7	4.41662	0.593671
1.08895e+07	4.35773	3.45734	6.28643	0.290791	3.69748e+06	7.54844e+06	2.99199	2.86041e+06	4.07988	0.802055
5.24166e+06	4.96082	3.63505	6.76638	0.895898	1.00781e+07	8.58351e+06	3.94428	1.27861e+07	4.83085	0.979586
6.22955e+06	5.32442	3.86864	6.68669	1.98975	1.43456e+07	1.69731e+06	4.69887	2.33994e+07	3.10899	0.958301
1.63762e+07	4.35492	3.24373	6.53546	1.30859	1.98855e+07	2.95517e+06	3.7341	7.11194e+06	4.26228	0.469602
5.62471e+06	4.90631	2.3046	6.4389	0.577339	1.84707e+07	929524	3.84654	2.74307e+07	2.87063	0.9719
7.27309e+06	5.93329	3.0722	6.2876	-0.019154	2.88907e+06	7.40754e+06	4.55769	1.31664e+07	2.50267	0.672625
1.28593e+07	4.90642	2.09027	6.53087	1.68081	5.24596e+06	6.64984e+06	4.88388	6.57986e+06	4.88235	0.989246
1.76509e+07	4.30251	2.67977	6.41113	1.4883	1.81865e+07	3.07975e+06	3.73427	1.17453e+07	3.4088	0.690306
4.6851e+06	5.52671	3.77711	6.2818	-0.346648	3.02463e+06	5.24843e+06	4.81232	6.95265e+06	3.08088	0.835593
3.14911e+06	4.42791	3.28706	6.6201	-0.872057	4.4412e+06	2.05463e+06	3.20535	1.82592e+07	2.44353	0.408071
1.32311e+07	6.45048	2.48295	6.58867	1.81652	1.643e+07	2.99763e+06	4.05352	2.8806e+07	4.76289	0.759651
9.42507e+06	5.04037	3.56316	6.43615	1.00009	4.81149e+06	9.16769e+06	3.88883	2.39011e+07	3.3161	0.563956
7.02542e+06	6.29636	2.76469	6.454	0.609516	1.49936e+07	8.47695e+06	3.29993	1.54855e+07	4.40199	0.942668
1.97115e+07	5.94237	2.49766	6.05983	-0.046782	3.28203e+06	4.37398e+06	3.40904	6.0297e+06	4.55157	0.88114
9.60868e+06	5.33048	3.54678	6.49322	1.48999	4.33141e+06	3.38919e+06	4.90367	2.05184e+07	3.3563	0.29989
1.50724e+07	4.5586	3.30318	6.65646	1.04691	9.51705e+06	2.93017e+06	4.18165	1.16211e+07	4.84274	0.828502
1.18001e+07	4.93363	2.72339	6.41091	0.250259	1.53865e+06	6.87828e+06	4.53719	4.40889e+06	2.27602	0.758825
8.10391e+06	6.19238	3.85895	6.47678	0.643194	2.85006e+06	2.50235e+06	4.18823	2.61552e+07	4.06538	0.779005
5.36522e+06	5.95474	3.76195	6.61748	0.438712	8.22394e+06	6.35697e+06	2.94604	7.49841e+06	4.46325	0.889803
1.79282e+07	5.32595	2.25926	6.24533	-0.084574	2.99242e+06	7.13671e+06	4.58545	9.82644e+06	4.09971	0.493751
4.80168e+06	6.11119	2.28629	6.71029	0.275296	1.13588e+06	8.257e+06	4.65108	1.95752e+07	4.34316	0.868643
